Transaction_ID,Product_ID,Category,Price,Discount,Promotion_Flag,Customer_Age,Gender,Region,Month,Holiday_Flag,Weekend_Flag,Payment_Method,Store_Type,Loyalty_Status,Customer_Satisfaction,Delivery_Time_Days,Return_Flag,Shipping_Cost,Stock_Availability,Season,Customer_Income,Review_Score,Units_Sold,Loyalty_Points,Revenue,Profit
T102373,P3373,Clothing,90.15,4.28,1,24.0,Male,South,8,0,1,Wallet,Online,Gold,3,9,0,36.61,0,Spring,36397.0,1.0,278,27,23871.86,4774.37
T102374,P3374,Grocery,277.91,47.34,0,30.0,Female,West,9,0,0,Wallet,Offline,Bronze,2,6,0,15.05,0,Autumn,49714.0,3.0,315,31,72629.55,3631.48
T102375,P3375,Clothing,37.7,14.59,1,59.0,Male,North,9,1,1,Debit Card,Offline,Gold,2,7,0,,0,Autumn,91180.0,,404,40,9336.44,1867.29
T102376,P3376,Clothing,106.71,11.32,1,27.0,Male,North,7,0,0,Credit Card,Online,Bronze,4,6,0,17.42,0,Autumn,122271.0,5.0,252,25,24038.28,4807.66
T102377,P3377,Grocery,50.69,6.46,1,53.0,Male,South,10,0,0,Credit Card,Offline,Platinum,5,5,0,17.9,0,Autumn,109620.0,3.0,299,29,13224.77,661.24
T102378,P3378,Clothing,129.46,47.3,1,33.0,Female,South,1,0,1,Wallet,Online,Silver,4,1,0,21.54,0,Autumn,27102.0,4.0,466,46,38286.56,7657.31
T102379,P3379,Grocery,54.31,35.6,0,32.0,Female,North,8,0,0,Cash,Online,Bronze,1,2,0,1.05,0,Spring,146758.0,1.0,287,28,5369.77,268.49
T102380,P3380,Home,41.62,37.08,1,60.0,Male,East,7,1,0,Wallet,Offline,Platinum,5,2,0,42.34,0,Winter,68362.0,5.0,510,51,2315.4,347.31
T102381,P3381,Home,136.22,24.97,0,36.0,Male,North,4,0,1,UPI,Online,Bronze,2,9,0,44.09,0,Summer,114785.0,1.0,260,26,28925.0,4338.75
T102382,P3382,Sports,38.7,23.74,0,38.0,Female,North,6,0,0,Cash,Online,Bronze,3,6,0,1.98,0,Autumn,112957.0,5.0,216,21,3231.36,323.14
T102383,P3383,Clothing,20.31,5.5,1,,Female,West,10,0,1,Debit Card,Online,Silver,4,3,0,38.8,1,Summer,43702.0,1.0,269,26,3983.89,796.78
T102384,P3384,Clothing,38.02,27.99,1,32.0,Female,North,2,1,1,Credit Card,Offline,Gold,4,3,0,3.61,0,Summer,87775.0,5.0,481,48,4824.43,964.89
T102385,P3385,Grocery,84.21,12.35,0,65.0,Female,West,4,0,0,Cash,Offline,Platinum,2,2,0,40.39,0,Autumn,148666.0,4.0,261,26,18755.46,937.77
T102386,P3386,Clothing,144.67,48.86,1,,Male,North,8,1,0,Debit Card,Offline,Bronze,5,7,0,30.65,0,Summer,40096.0,5.0,520,52,49821.2,9964.24
T102387,P3387,Grocery,59.01,39.83,1,46.0,Male,North,4,0,0,Wallet,Offline,Silver,5,1,0,15.32,0,Summer,130918.0,2.0,434,43,8324.12,416.21
T102388,P3388,Grocery,137.38,20.65,0,22.0,Male,East,10,1,1,Debit Card,Offline,Bronze,5,1,0,30.69,0,Winter,47585.0,1.0,356,35,41555.88,2077.79
T102389,P3389,Grocery,21.1,7.57,0,66.0,Male,East,4,0,1,UPI,Online,Bronze,3,3,0,25.33,1,Summer,117942.0,3.0,233,23,3152.49,157.62
T102390,P3390,Clothing,40.03,39.27,0,35.0,Male,North,4,0,0,Debit Card,Online,Silver,3,1,0,31.79,0,Summer,77950.0,3.0,294,29,223.44,44.69
T102391,P3391,Electronics,44.61,6.1,0,68.0,Male,North,12,0,0,Cash,Offline,Bronze,5,3,0,23.77,0,Winter,120722.0,3.0,170,17,6546.7,1636.68
T102392,P3392,Clothing,50.39,9.47,0,18.0,Female,South,10,0,0,Credit Card,Offline,Bronze,3,9,1,38.64,0,Summer,49340.0,5.0,194,19,7938.48,1587.7
T102393,P3393,Electronics,57.91,10.58,0,44.0,Male,North,9,0,0,Cash,Online,Platinum,4,7,0,2.26,0,Summer,55725.0,3.0,226,22,10696.58,2674.14
T102394,P3394,Home,88.56,27.84,1,44.0,Female,East,11,0,0,Cash,Online,Platinum,5,9,0,17.21,0,Summer,136539.0,5.0,388,38,23559.36,3533.9
T102395,P3395,Clothing,39.99,39.35,1,42.0,Female,North,2,0,1,Credit Card,Online,Platinum,3,7,0,27.96,0,Summer,135626.0,3.0,477,47,305.28,61.06
T102396,P3396,Electronics,60.18,15.72,1,58.0,Male,East,7,0,1,UPI,Offline,Bronze,4,9,0,29.41,0,Summer,42532.0,3.0,288,28,12804.48,3201.12
T102397,P3397,Electronics,52.9,4.23,1,38.0,Female,North,3,0,1,Cash,Online,Bronze,4,3,0,8.48,0,Summer,55274.0,4.0,230,23,11194.1,2798.52
T102398,P3398,Grocery,28.56,23.23,1,,Male,South,12,0,0,Credit Card,Offline,Platinum,3,7,1,3.73,0,Spring,97677.0,4.0,388,38,2068.04,103.4
T102399,P3399,Grocery,50.42,37.41,1,69.0,Male,East,4,0,1,Credit Card,Offline,Bronze,5,6,0,1.05,0,Winter,73736.0,4.0,442,44,5750.42,287.52
T102400,P3400,Clothing,49.37,11.08,1,37.0,Female,North,1,0,1,Cash,Online,Silver,5,2,0,20.65,0,Spring,21056.0,1.0,292,29,11180.68,2236.14
T102401,P3401,Electronics,48.64,11.0,1,45.0,Female,East,12,0,0,Credit Card,Online,Silver,3,6,0,16.52,0,Spring,113276.0,5.0,246,24,9259.44,2314.86
T102402,P3402,Clothing,55.83,47.36,1,38.0,Female,North,3,0,0,Wallet,Offline,Bronze,3,3,0,28.39,0,Winter,104805.0,5.0,447,44,3786.09,757.22
T102403,P3403,Clothing,57.57,47.71,0,40.0,Female,North,2,0,1,Cash,Offline,Bronze,1,2,0,22.48,0,Winter,148006.0,4.0,338,33,3332.68,666.54
T102404,P3404,Grocery,40.34,49.52,0,28.0,Female,North,10,0,1,UPI,Online,Gold,4,5,0,19.7,0,Summer,68556.0,4.0,389,38,-3571.02,-178.55
T102405,P3405,Grocery,133.07,40.38,1,19.0,Female,East,7,1,0,Wallet,Online,Silver,5,5,0,42.17,0,Autumn,54569.0,3.0,498,49,46159.62,2307.98
T102406,P3406,Clothing,24.08,9.41,1,37.0,Female,North,6,0,0,UPI,Offline,Bronze,2,2,0,31.08,0,Autumn,41752.0,3.0,241,24,3535.47,707.09
T102407,P3407,Clothing,32.96,10.6,0,41.0,Female,South,1,0,0,Cash,Online,Gold,4,3,0,,0,Spring,22003.0,3.0,223,22,4986.28,997.26
T102408,P3408,Sports,382.21,17.01,0,42.0,Female,South,11,0,1,Debit Card,Offline,Silver,5,8,1,19.09,0,Summer,90728.0,1.0,239,23,87282.8,8728.28
T102409,P3409,Grocery,26.4,15.91,0,54.0,Male,North,12,0,1,Credit Card,Online,Gold,1,5,0,38.84,0,Autumn,34992.0,4.0,278,27,2916.22,145.81
T102410,P3410,Grocery,21.17,47.83,1,39.0,Male,North,8,1,0,Wallet,Online,Platinum,4,8,0,7.6,0,Winter,60675.0,4.0,591,59,-15756.06,-787.8
T102411,P3411,Electronics,91.3,39.45,0,41.0,Female,North,9,0,0,Cash,Offline,Gold,4,4,0,20.1,0,Winter,140813.0,4.0,298,29,15451.3,3862.82
T102412,P3412,Grocery,12.76,36.2,0,32.0,Female,North,1,0,1,Credit Card,Online,Platinum,5,4,0,2.36,0,Autumn,125605.0,3.0,359,35,-8414.96,-420.75
T102413,P3413,Electronics,46.31,9.3,0,29.0,Female,North,5,1,1,Debit Card,Online,Bronze,2,6,0,5.77,0,Summer,46678.0,1.0,278,27,10288.78,2572.2
T102414,P3414,Grocery,245.2,45.48,1,63.0,Male,East,7,0,1,UPI,Offline,Bronze,3,5,0,4.08,0,Summer,55200.0,2.0,477,47,95266.44,4763.32
T102415,P3415,Sports,18.51,41.39,0,48.0,Male,East,2,0,1,Cash,Offline,Silver,2,5,0,22.07,0,Spring,124714.0,2.0,311,31,-7115.68,-711.57
T102416,P3416,Clothing,13.63,8.18,1,60.0,Female,North,6,1,0,Cash,Online,Gold,1,9,0,34.87,0,Winter,23434.0,3.0,351,35,1912.95,382.59
T102417,P3417,Electronics,19.12,43.56,0,,Female,South,8,0,1,Debit Card,Offline,Gold,4,6,0,15.63,0,Summer,33712.0,3.0,330,33,-8065.2,-2016.3
T102418,P3418,Electronics,102.4,13.61,0,47.0,Female,North,8,0,0,UPI,Online,Bronze,5,3,0,1.33,0,Winter,,4.0,190,19,16870.1,4217.52
T102419,P3419,Clothing,119.98,4.04,1,58.0,Female,South,10,0,1,Cash,Offline,Silver,4,4,0,35.36,0,Spring,124699.0,5.0,251,25,29100.94,5820.19
T102420,P3420,Electronics,38.14,32.84,0,37.0,Male,West,10,0,0,Credit Card,Offline,Bronze,3,9,0,10.37,0,Summer,72902.0,3.0,246,24,1303.8,325.95
T102421,P3421,Electronics,88.08,32.69,0,,Male,North,8,1,1,Debit Card,Offline,Silver,2,6,0,36.13,0,Summer,116456.0,3.0,358,35,19829.62,4957.4
T102422,P3422,Grocery,144.49,4.75,0,61.0,Female,South,12,0,1,Cash,Online,Gold,2,8,0,0.37,0,Autumn,64687.0,2.0,245,24,34236.3,1711.82
T102423,P3423,Grocery,190.78,,1,,Female,East,12,0,0,UPI,Online,Platinum,1,7,0,15.62,0,Winter,45140.0,3.0,360,36,62942.4,3147.12
T102424,P3424,Clothing,45.95,49.64,1,52.0,Male,South,6,0,0,Wallet,Online,Silver,5,1,0,31.06,0,Summer,89722.0,5.0,463,46,-1708.47,-341.69
T102425,P3425,Sports,10.9,33.92,1,38.0,Male,North,6,0,0,Cash,Offline,Gold,3,1,0,43.56,1,Spring,130056.0,4.0,392,39,-9023.84,-902.38
T102426,P3426,Electronics,30.73,36.5,0,64.0,Female,North,11,1,1,UPI,Offline,Silver,3,7,0,37.71,0,Winter,,5.0,376,37,-2169.52,-542.38
T102427,P3427,Sports,40.5,10.65,1,57.0,Female,North,3,0,1,Debit Card,Online,Platinum,5,2,0,22.48,0,Summer,94085.0,1.0,324,32,9671.4,967.14
T102428,P3428,Clothing,45.55,3.94,0,45.0,Male,North,2,0,1,UPI,Online,Platinum,1,9,1,35.93,0,Winter,108327.0,3.0,256,25,10652.16,2130.43
T102429,P3429,Home,47.87,13.85,0,56.0,Male,South,5,0,0,UPI,Offline,Bronze,3,9,1,26.88,0,Spring,89064.0,3.0,198,19,6735.96,1010.39
T102430,P3430,Grocery,119.49,12.44,0,34.0,Male,North,9,0,0,Debit Card,Online,Platinum,1,2,0,40.67,0,Autumn,144857.0,5.0,261,26,27940.05,1397.0
T102431,P3431,Home,133.23,11.73,0,29.0,Female,East,4,1,0,Wallet,Online,Platinum,5,9,0,38.6,0,Autumn,45484.0,1.0,304,30,36936.0,5540.4
T102432,P3432,Sports,48.42,9.64,0,69.0,Male,North,5,0,0,Credit Card,Online,Bronze,5,9,0,48.79,0,Spring,29218.0,4.0,180,18,6980.4,698.04
T102433,P3433,Clothing,117.79,28.74,0,67.0,Female,North,6,0,0,Wallet,Offline,Platinum,5,6,0,5.25,0,Winter,135738.0,5.0,305,30,27160.25,5432.05
T102434,P3434,Sports,70.13,16.41,0,35.0,Male,South,11,0,1,Credit Card,Online,Bronze,3,5,1,17.04,0,Spring,48721.0,2.0,224,22,12033.28,1203.33
T102435,P3435,Clothing,57.12,41.02,0,64.0,Male,North,6,1,0,Credit Card,Offline,Silver,5,2,0,9.62,0,Autumn,144772.0,1.0,359,35,5779.9,1155.98
T102436,P3436,Clothing,102.98,9.2,1,45.0,Male,South,4,0,1,Credit Card,Online,Gold,3,6,0,31.54,0,Winter,28501.0,4.0,311,31,29165.58,5833.12
T102437,P3437,Clothing,57.43,23.23,1,20.0,Female,North,4,0,0,Cash,Online,Bronze,1,9,0,33.2,0,Winter,135580.0,1.0,325,32,11115.0,2223.0
T102438,P3438,Grocery,230.55,0.68,0,68.0,Female,North,8,0,0,Wallet,Offline,Silver,4,3,0,10.19,0,Summer,45143.0,2.0,195,19,44824.65,2241.23
T102439,P3439,Electronics,19.95,24.08,1,32.0,Male,North,5,0,0,UPI,Offline,Platinum,1,3,0,21.08,0,Summer,116403.0,1.0,357,35,-1474.41,-368.6
T102440,P3440,Grocery,38.07,2.79,1,33.0,Female,North,11,1,0,Cash,Offline,Silver,3,4,0,30.11,0,Summer,51840.0,,320,32,11289.6,564.48
T102441,P3441,Grocery,49.97,48.89,1,39.0,Male,West,5,0,1,Debit Card,Online,Bronze,2,4,0,32.95,0,Summer,66988.0,,495,49,534.6,26.73
T102442,P3442,Grocery,74.26,39.53,0,66.0,Female,North,9,1,0,Debit Card,Online,Bronze,2,1,0,5.13,0,Summer,53395.0,1.0,372,37,12919.56,645.98
T102443,P3443,Home,132.63,24.51,1,48.0,Male,East,4,0,0,Credit Card,Online,Bronze,4,2,0,46.05,0,Spring,62617.0,3.0,317,31,34274.04,5141.11
T102444,P3444,Clothing,53.67,4.33,0,48.0,Male,North,7,0,1,Cash,Online,Bronze,5,6,0,1.7,0,Spring,,1.0,199,19,9818.66,1963.73
T102445,P3445,Clothing,20.17,29.62,1,18.0,Female,South,5,1,1,Cash,Online,Silver,1,5,0,48.65,1,Winter,111697.0,5.0,472,47,-4460.4,-892.08
T102446,P3446,Clothing,98.47,37.94,1,28.0,Male,South,9,0,0,Debit Card,Online,Gold,1,4,0,15.82,0,Winter,97929.0,4.0,429,42,25967.37,5193.47
T102447,P3447,Electronics,92.62,9.54,1,23.0,Female,West,12,0,0,UPI,Offline,Gold,3,9,0,15.82,0,Summer,113015.0,1.0,263,26,21850.04,5462.51
T102448,P3448,Electronics,14.02,28.41,0,40.0,Male,East,8,0,0,Wallet,Offline,Silver,4,2,0,22.3,0,Autumn,70515.0,2.0,232,23,-3338.48,-834.62
T102449,P3449,Clothing,54.45,40.71,0,26.0,Female,West,8,1,0,Wallet,Online,Gold,5,8,1,34.75,0,Autumn,38714.0,2.0,380,38,5221.2,1044.24
T102450,P3450,Clothing,17.94,38.41,0,69.0,Male,East,10,0,0,Credit Card,Offline,Platinum,4,4,0,7.98,0,Winter,140849.0,4.0,338,33,-6918.86,-1383.77
T102451,P3451,Sports,34.29,40.15,0,33.0,Male,North,10,0,1,Credit Card,Offline,Silver,2,9,0,12.75,0,Winter,48059.0,4.0,501,31,-1857.62,-185.76
T102452,P3452,Grocery,29.02,43.97,0,,Female,West,3,0,0,Credit Card,Online,Silver,4,4,0,48.08,0,Winter,24067.0,4.0,334,33,-4993.3,-249.67
T102453,P3453,Clothing,96.21,46.88,0,61.0,Male,West,9,0,0,Debit Card,Offline,Silver,5,2,0,43.84,0,Summer,80768.0,4.0,316,31,15588.28,3117.66
T102454,P3454,Grocery,59.25,20.28,0,36.0,Female,North,8,0,0,Debit Card,Online,Gold,5,6,0,10.62,0,Winter,30681.0,1.0,282,28,10989.54,549.48
T102455,P3455,Electronics,22.2,28.44,0,62.0,Male,West,3,0,1,Wallet,Offline,Silver,1,9,0,28.65,0,Summer,64670.0,4.0,268,26,-1672.32,-418.08
T102456,P3456,Clothing,101.09,39.53,0,,Male,South,10,1,0,Credit Card,Online,Silver,1,7,0,10.18,0,Spring,116287.0,4.0,357,35,21976.92,4395.38
T102457,P3457,Grocery,20.01,34.86,1,49.0,Male,West,1,0,0,Cash,Offline,Bronze,5,1,0,27.5,0,Winter,50214.0,3.0,408,40,-6058.8,-302.94
T102458,P3458,Grocery,68.79,49.78,1,53.0,Male,West,5,0,0,UPI,Offline,Bronze,1,9,0,18.29,0,Autumn,125870.0,2.0,464,46,8820.64,441.03
T102459,P3459,Clothing,30.88,0.68,0,26.0,Female,East,4,1,0,Debit Card,Online,Gold,1,6,0,18.12,0,Summer,32109.0,1.0,269,26,8123.8,1624.76
T102460,P3460,Sports,42.27,17.76,1,63.0,Female,East,8,0,0,Credit Card,Online,Bronze,1,9,0,31.75,0,Spring,119746.0,5.0,280,28,6862.8,686.28
T102461,P3461,Home,77.71,14.05,1,63.0,Female,North,6,0,0,Credit Card,Offline,Platinum,5,2,0,12.59,0,Spring,108243.0,3.0,316,31,20116.56,3017.48
T102462,P3462,Grocery,78.65,13.12,0,66.0,Male,North,10,0,0,Debit Card,Online,Bronze,1,7,0,20.21,0,Summer,82194.0,3.0,226,22,14809.78,740.49
T102463,P3463,Grocery,139.2,11.13,0,54.0,Female,North,5,0,0,Wallet,Offline,Bronze,2,8,0,46.26,0,Summer,23111.0,5.0,218,21,27919.26,1395.96
T102464,P3464,Grocery,51.54,35.46,1,48.0,Female,North,9,0,0,Wallet,Online,Silver,5,8,0,,1,Spring,78590.0,,409,40,6576.72,328.84
T102465,P3465,Clothing,67.66,4.24,0,48.0,Male,North,6,0,1,Wallet,Offline,Platinum,4,5,0,19.16,0,Spring,66962.0,1.0,248,24,15728.16,3145.63
T102466,P3466,Clothing,40.19,37.08,1,,Female,South,11,0,0,Wallet,Offline,Platinum,3,7,0,11.51,0,Spring,89622.0,,435,43,1352.85,270.57
T102467,P3467,Electronics,62.02,34.67,0,19.0,Male,North,11,1,1,Cash,Online,Bronze,3,7,1,32.95,0,Summer,146513.0,4.0,353,35,9654.55,2413.64
T102468,P3468,Grocery,74.27,12.54,1,62.0,Male,East,11,0,0,Credit Card,Online,Gold,2,3,0,,0,Winter,94590.0,3.0,323,32,19938.79,996.94
T102469,P3469,Grocery,50.97,,0,49.0,Female,East,11,0,1,Wallet,Offline,Silver,5,2,0,43.04,0,Spring,139897.0,1.0,253,25,9697.49,484.87
T102470,P3470,Clothing,15.45,31.44,1,60.0,Female,South,3,0,0,Wallet,Online,Gold,4,5,0,28.21,0,Spring,64269.0,3.0,389,38,-6220.11,-1244.02
T102471,P3471,Sports,68.86,38.11,1,51.0,Female,North,6,0,0,UPI,Offline,Gold,5,4,0,25.84,0,Autumn,130789.0,1.0,405,40,12453.75,1245.38
T102472,P3472,Sports,70.47,43.82,1,18.0,Female,North,12,0,1,UPI,Online,Gold,4,8,0,35.98,1,Winter,115474.0,3.0,476,47,12685.4,1268.54
T102473,P3473,Grocery,33.92,42.61,1,38.0,Male,North,11,0,1,Credit Card,Online,Platinum,4,5,0,8.79,0,Summer,111546.0,1.0,516,51,-4484.04,-224.2
T102474,P3474,Grocery,22.22,48.24,0,20.0,Female,North,12,0,1,Debit Card,Online,Gold,5,9,0,42.61,0,Spring,47551.0,4.0,382,38,-9939.64,-496.98
T102475,P3475,Home,153.41,29.07,1,44.0,Male,East,4,0,1,Wallet,Online,Gold,1,7,1,3.7,0,Summer,133419.0,1.0,400,40,49736.0,7460.4
T102476,P3476,Electronics,77.02,45.43,0,61.0,Female,South,5,0,0,Cash,Offline,Platinum,3,1,0,30.15,0,Winter,148187.0,5.0,336,33,10614.24,2653.56
T102477,P3477,Grocery,46.51,40.43,1,24.0,Male,East,6,0,0,UPI,Online,Bronze,1,2,0,29.48,0,Winter,69774.0,3.0,433,43,2632.64,131.63
T102478,P3478,Electronics,24.63,44.73,0,50.0,Female,North,9,0,0,Wallet,Offline,Platinum,3,8,0,15.54,0,Winter,97597.0,4.0,337,33,-6773.7,-1693.42
T102479,P3479,Grocery,30.71,0.58,1,26.0,Female,North,3,0,0,Debit Card,Offline,Platinum,1,8,0,1.77,0,Autumn,140727.0,3.0,269,26,8104.97,405.25
T102480,P3480,Clothing,135.89,48.3,0,47.0,Male,East,1,1,1,Cash,Offline,Bronze,5,2,0,35.89,0,Spring,91255.0,1.0,410,41,35911.9,7182.38
T102481,P3481,Home,60.12,23.68,1,35.0,Female,North,2,1,0,UPI,Online,Gold,5,7,0,1.21,0,Winter,31989.0,3.0,423,42,15414.12,2312.12
T102482,P3482,Sports,37.14,39.91,1,43.0,Female,South,8,0,1,Debit Card,Offline,Gold,4,8,0,8.98,0,Summer,101155.0,2.0,450,45,-1246.5,-124.65
T102483,P3483,Electronics,78.01,6.36,0,37.0,Female,East,4,0,0,Debit Card,Offline,Bronze,2,4,0,27.21,0,Autumn,109042.0,1.0,156,15,11177.4,2794.35
T102484,P3484,Grocery,30.87,19.8,1,55.0,Female,North,7,0,0,Cash,Online,Gold,5,3,0,47.0,0,Winter,32248.0,1.0,362,36,4007.34,200.37
T102485,P3485,Sports,156.11,13.57,1,,Male,South,2,0,0,Cash,Online,Bronze,3,9,0,3.3,0,Winter,104484.0,3.0,266,26,37915.64,3791.56
T102486,P3486,Grocery,140.75,14.58,1,48.0,Male,South,12,0,0,UPI,Offline,Platinum,4,2,0,28.94,0,Summer,118691.0,4.0,347,34,43780.99,2189.05
T102487,P3487,Home,39.39,6.16,1,25.0,Female,East,11,0,1,Cash,Online,Gold,3,3,0,16.44,0,Autumn,69628.0,5.0,278,27,9237.94,1385.69
T102488,P3488,Grocery,35.16,40.29,0,40.0,Male,North,10,0,1,Wallet,Offline,Gold,1,8,0,33.47,0,Summer,28328.0,4.0,363,36,-1862.19,-93.11
T102489,P3489,Clothing,8.73,0.46,1,67.0,Female,East,8,0,0,Cash,Offline,Silver,2,2,0,47.65,0,Spring,54422.0,5.0,214,21,1769.78,353.96
T102490,P3490,Clothing,19.35,15.63,0,42.0,Male,North,10,0,1,Debit Card,Offline,Gold,5,5,0,13.43,0,Winter,26706.0,2.0,273,27,1015.56,203.11
T102491,P3491,Clothing,21.38,8.72,0,64.0,Male,South,12,1,0,Cash,Offline,Silver,1,8,0,47.8,0,Summer,47109.0,5.0,272,27,3443.52,688.7
T102492,P3492,Grocery,60.02,29.45,0,,Male,North,12,0,1,UPI,Online,Gold,4,7,0,43.53,0,Autumn,70087.0,4.0,317,31,9690.69,484.53
T102493,P3493,Clothing,43.45,12.71,0,63.0,Female,North,9,0,0,Wallet,Offline,Silver,3,4,0,30.35,1,Spring,77396.0,5.0,209,20,6424.66,1284.93
T102494,P3494,Grocery,21.29,12.95,1,35.0,Male,North,7,0,0,Cash,Online,Bronze,2,9,0,37.91,0,Winter,52353.0,5.0,297,29,2476.98,123.85
T102495,P3495,Grocery,44.84,24.42,1,36.0,Male,North,10,1,0,Wallet,Online,Gold,5,2,0,43.24,0,Winter,56039.0,2.0,451,45,9209.42,460.47
T102496,P3496,Grocery,77.77,32.63,0,68.0,Female,North,11,0,0,Cash,Offline,Bronze,3,7,0,40.17,0,Autumn,98794.0,5.0,276,27,12458.64,622.93
T102497,P3497,Home,79.0,6.07,1,59.0,Male,North,1,0,0,Wallet,Offline,Silver,5,7,0,16.34,0,Summer,91649.0,3.0,240,24,17503.2,2625.48
T102498,P3498,Sports,14.44,8.78,1,69.0,Female,East,2,0,0,Cash,Offline,Silver,5,7,0,40.63,1,Summer,56589.0,2.0,252,25,1426.32,142.63
T102499,P3499,Clothing,49.91,12.36,0,23.0,Male,North,9,0,0,Cash,Online,Silver,3,7,0,15.68,0,Winter,22911.0,2.0,218,21,8185.9,1637.18
T102500,P3500,Home,20.73,48.69,0,34.0,Female,East,10,1,0,Credit Card,Online,Silver,5,5,0,43.35,0,Spring,49087.0,3.0,384,38,-10736.64,-1610.5
T102501,P3501,Grocery,102.64,19.86,0,,Male,East,7,0,1,Debit Card,Online,Platinum,4,1,0,12.77,0,Summer,35024.0,2.0,318,31,26324.04,1316.2
T102502,P3502,Grocery,94.53,29.95,1,,Female,North,11,1,1,UPI,Offline,Bronze,2,4,0,28.61,0,Autumn,27940.0,2.0,470,47,30352.6,1517.63
T102503,P3503,Sports,29.12,12.08,0,25.0,Male,North,3,0,1,UPI,Offline,Silver,1,5,0,,0,Winter,44095.0,4.0,232,23,3953.28,395.33
T102504,P3504,Clothing,31.94,24.52,0,59.0,Male,North,5,0,0,Credit Card,Offline,Gold,2,4,0,21.29,0,Spring,83620.0,4.0,265,26,1966.3,393.26
T102505,P3505,Electronics,39.53,3.71,1,26.0,Female,West,1,0,0,Cash,Online,Silver,1,7,0,39.15,0,Autumn,112639.0,1.0,205,20,7343.1,1835.78
T102506,P3506,Home,11.28,1.74,1,,Male,South,10,1,0,Debit Card,Online,Bronze,4,2,0,46.27,0,Spring,68960.0,1.0,276,27,2633.04,394.96
T102507,P3507,Clothing,69.07,23.44,1,44.0,Male,West,3,0,0,Wallet,Offline,Platinum,2,2,1,9.31,0,Spring,87269.0,,367,36,16746.21,3349.24
T102508,P3508,Home,45.11,19.93,1,,Female,North,11,0,0,Credit Card,Offline,Bronze,4,2,0,1.67,0,Winter,103942.0,2.0,305,30,7679.9,1151.98
T102509,P3509,Home,107.68,6.84,1,23.0,Female,East,4,0,0,UPI,Online,Gold,3,3,0,31.33,0,Spring,61112.0,3.0,260,26,26218.4,3932.76
T102510,P3510,Electronics,25.31,34.38,1,23.0,Male,North,4,0,0,UPI,Offline,Platinum,1,5,1,30.11,0,Summer,69050.0,3.0,408,40,-3700.56,-925.14
T102511,P3511,Home,35.4,49.65,1,62.0,Female,East,7,0,0,UPI,Offline,Bronze,3,9,0,17.07,0,Summer,87949.0,2.0,450,45,-6412.5,-961.88
T102512,P3512,Clothing,19.02,19.78,1,21.0,Male,North,5,0,0,Cash,Offline,Silver,3,3,0,39.27,0,Spring,52845.0,5.0,310,31,-235.6,-47.12
T102513,P3513,Grocery,27.03,31.23,0,39.0,Female,South,9,0,1,Wallet,Online,Gold,2,6,0,,1,Winter,73871.0,4.0,339,33,-1423.8,-71.19
T102514,P3514,Grocery,23.87,48.15,1,57.0,Female,South,7,0,1,Wallet,Online,Gold,5,6,0,16.6,0,Winter,67176.0,5.0,529,52,-12844.12,-642.21
T102515,P3515,Sports,109.64,41.58,0,44.0,Female,South,2,0,0,Wallet,Offline,Platinum,5,6,0,34.11,0,Spring,66619.0,4.0,325,32,22119.5,2211.95
T102516,P3516,Electronics,33.49,23.18,1,,Female,North,11,0,0,Cash,Online,Bronze,4,5,0,32.1,0,Summer,102417.0,2.0,301,30,3103.31,775.83
T102517,P3517,Grocery,59.56,36.87,1,19.0,Male,South,11,0,1,UPI,Online,Gold,2,2,0,17.13,0,Summer,86135.0,4.0,464,46,10528.16,526.41
T102518,P3518,Grocery,41.82,6.41,0,26.0,Female,North,8,0,1,UPI,Offline,Platinum,3,1,0,48.46,0,Winter,78046.0,1.0,284,28,10056.44,502.82
T102519,P3519,Grocery,22.45,25.61,1,28.0,Male,South,11,1,1,Cash,Offline,Silver,4,5,0,17.32,0,Winter,42472.0,2.0,475,47,-1501.0,-75.05
T102520,P3520,Grocery,48.53,13.95,0,37.0,Male,South,2,0,0,Debit Card,Offline,Silver,3,8,0,31.01,0,Autumn,101955.0,2.0,228,22,7884.24,394.21
T102521,P3521,Electronics,83.04,8.06,1,,Male,North,7,0,0,Cash,Offline,Platinum,4,5,1,19.01,0,Autumn,41734.0,2.0,266,26,19944.68,4986.17
T102522,P3522,Clothing,23.44,21.31,0,60.0,Male,East,5,1,0,Cash,Offline,Bronze,1,3,0,0.59,0,Spring,47492.0,3.0,294,29,626.22,125.24
T102523,P3523,Clothing,96.2,6.55,0,56.0,Male,North,10,0,1,UPI,Online,Silver,4,3,0,4.58,0,Spring,,2.0,215,21,19274.75,3854.95
T102524,P3524,Home,30.12,34.95,1,31.0,Female,North,6,0,1,Wallet,Online,Silver,4,2,0,11.62,0,Winter,,2.0,416,41,-2009.28,-301.39
T102525,P3525,Clothing,38.94,22.81,0,43.0,Female,North,11,0,0,UPI,Online,Platinum,3,7,0,40.61,0,Winter,,2.0,289,28,4661.57,932.31
T102526,P3526,Clothing,79.16,26.56,0,55.0,Male,East,4,0,0,Debit Card,Online,Bronze,5,2,0,22.1,0,Autumn,51649.0,5.0,236,23,12413.6,2482.72
T102527,P3527,Sports,34.32,,1,47.0,Male,South,5,1,0,Credit Card,Online,Silver,3,6,0,29.43,0,Spring,65634.0,4.0,307,30,8289.0,828.9
